Product ID,Product Name,Category 1,Category 2,Category 3,Category 4,Category 5,Discounted Price,Orignal Price,Discount,User Rating,Number Of Rating
B0BF54972T,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetoo",Electronics,WearableTechnology,SmartWatches,,,"1,799","19,999",0.91,4.2,13937
B09YV4MW2T,Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Cal,Electronics,WearableTechnology,SmartWatches,,,"2,199","9,999",0.78,4.2,29471
B09TWH8YHM,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"16,999","24,999",0.32,4.1,22318
B07WGMMQGP,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Sn",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"16,499","20,999",0.21,4,21350
B0BF563HB4,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetoo",Electronics,WearableTechnology,SmartWatches,,,"1,799","19,999",0.91,4.2,13937
B07JW9H4J1,Wayona Nylon Braided USB to Lightning Fast Charging and Data ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,"1,099",0.64,4.2,24270
B09GFPVD9Y,"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-co",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"8,499","10,999",0.23,4.1,313836
B09GFLXVH9,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Oc",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"6,499","8,499",0.24,4.1,313836
B0BF4YBLPX,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetoo",Electronics,WearableTechnology,SmartWatches,,,"1,799","19,999",0.91,4.2,13937
B09XB7DPW1,"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"8,999","11,999",0.25,4,12796
B07PFJ5W31,AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics,Mobiles&Accessories,MobileAccessories,Cables&Adapters,OTGAdapters,139,495,0.72,4.3,14185
B0B3N7LR6K,"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatc",Electronics,WearableTechnology,SmartWatches,,,"3,999","16,999",0.76,4.3,17159
B09ZQK9X8G,Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch w,Electronics,WearableTechnology,SmartWatches,,,"2,998","5,999",0.5,4.1,5179
B098NS6PVG,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,349,0.43,4,43993
B07WJV6P1R,"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storag",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"15,499","18,999",0.18,4.1,19252
B096MSW6CT,Sounce Fast Phone Charging Cable & Data Sync USB Cable Compat,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,999,0.8,3.9,7928
B0BF54LXW6,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetoo",Electronics,WearableTechnology,SmartWatches,,,"1,799","19,999",0.91,4.2,13937
B09XB7SRQ5,"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Co",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"8,999","11,999",0.25,4,12796
B09FFK1PQG,Duracell 38W Fast Car Charger Adapter with Dual Output. Quick,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,AutomobileChargers,873,"1,699",0.49,4.4,1680
B09RMQYHLH,"realme narzo 50 (Speed Blue, 4GB RAM+64GB Storage) Helio G96 ",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"12,999","15,999",0.19,4.2,13246
B08ZN4B121,WeCool Bluetooth Extendable Selfie Sticks with Wireless Remot,Electronics,Mobiles&Accessories,MobileAccessories,Photo&VideoAccessories,Tripods,539,"1,599",0.66,3.8,14648
B0B3RSDSZ3,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",12",Electronics,WearableTechnology,SmartWatches,,,"1,999","9,999",0.8,4.3,27696
B08VB34KJ1,"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No ",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"15,490","20,990",0.26,4.2,32916
B09T39K9YL,"Redmi Note 11 Pro + 5G (Stealth Black, 6GB RAM, 128GB Storage",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"19,999","24,999",0.2,3.9,25824
B08VF8V79P,Samsung Original 25W USB Travel Lightning Adapter for Cellula,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,"1,075","1,699",0.37,4.4,7462
B08G28Z33M,realme Buds Classic Wired in Ear Earphones with Mic (Black),Electronics,"Headphones,Earbuds&Accessories",Headphones,In-Ear,,399,699,0.43,4,37817
B09PNKXSKF,"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display,",Electronics,WearableTechnology,SmartWatches,,,"1,999","3,990",0.5,4,30254
B0B5DDJNH4,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicate",Electronics,WearableTechnology,SmartWatches,,,"1,999","7,990",0.75,3.8,17831
B08HDJ86NZ,boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,329,699,0.53,4.2,94364
B08CF3B7N1,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable wi,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,154,399,0.61,4.2,16905
B07WDKLDRX,"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdrago",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"28,999","34,999",0.17,4.4,20311
B09MQSCJQ1,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display",Electronics,WearableTechnology,SmartWatches,,,"2,299","7,990",0.71,4.2,69622
B094YFFSMY,Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote,Electronics,Mobiles&Accessories,MobileAccessories,Photo&VideoAccessories,SelfieSticks,399,"1,999",0.8,4,3382
B09MT84WV5,Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4,Electronics,Accessories,MemoryCards,MicroSD,,"1,149","3,999",0.71,4.3,140036
B08VS3YLRK,Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charge,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,529,"1,499",0.65,4.1,8599
B0B4F3QNDM,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"13,999","19,499",0.28,4.1,18998
B07GQD4K6L,boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Re,Electronics,"Headphones,Earbuds&Accessories",Headphones,In-Ear,,379,999,0.62,4.1,363713
B07WDKLRM4,"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"13,999","19,999",0.3,4.1,19252
B0BP18W8TM,"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with B",Electronics,WearableTechnology,SmartWatches,,,"3,999","9,999",0.6,4.4,73
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Ma",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,149,"1,000",0.85,3.9,24870
B07GXHC691,STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone,Electronics,Mobiles&Accessories,MobileAccessories,Stands,,99,499,0.8,4.3,42641
B08FN6WGDQ,Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earb,Electronics,"Headphones,Earbuds&Accessories",Headphones,In-Ear,,"4,790","15,990",0.7,4,4390
B0B3D39RKV,"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"33,999","33,999",0,4.3,17415
B085HY1DGR,Sounce Spiral Charger Cable Protector Data Cable Saver Chargi,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,CableConnectionProtectors,,99,999,0.9,4,1396
B08D75R3Z1,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headpho",Electronics,"Headphones,Earbuds&Accessories",Headphones,In-Ear,,299,"1,900",0.84,3.6,18202
B0B4F2TTTS,"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh ",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"10,999","14,999",0.27,4.1,18998
B09WRMNJ9G,"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W Sup",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"34,999","38,999",0.1,4.2,11029
B0B14MR9L1,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"16,999","24,999",0.32,4.1,22318
B09ZPL5VYM,"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adju",Electronics,Mobiles&Accessories,MobileAccessories,Stands,,199,499,0.6,4.1,1786
B0993BB11X,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Out",Electronics,Mobiles&Accessories,MobileAccessories,Chargers,PowerBanks,999,"1,599",0.38,4,7222
B09V2PZDX8,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Ra",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,BasicMobiles,,"1,299","1,599",0.19,4,128311
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi St",Electronics,"Headphones,Earbuds&Accessories",Headphones,In-Ear,,599,"1,800",0.67,3.5,83996
B09MT6XSFW,Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K,Electronics,Accessories,MemoryCards,MicroSD,,599,"1,899",0.68,4.3,140036
B07RD611Z8,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Ou",Electronics,Mobiles&Accessories,MobileAccessories,Chargers,PowerBanks,"1,799","2,499",0.28,4.1,18678
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,176.63,499,0.65,4.1,15189
B0B4F52B5X,"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000m",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"10,999","14,999",0.27,4.1,18998
B096VF5YYF,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display",Electronics,WearableTechnology,SmartWatches,,,"2,999","7,990",0.62,4.1,48449
B0B5D39BCD,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicate",Electronics,WearableTechnology,SmartWatches,,,"1,999","7,990",0.75,3.8,17831
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,229,299,0.23,4.3,30411
B082LZGK39,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,299,0.33,4,43994
B09XBJ1CTN,MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - W,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,649,999,0.35,4.2,1315
B0B4F5L738,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"13,999","19,499",0.28,4.1,18998
B08MTCKDYN,Gizga Essentials Spiral Cable Protector Cord Saver for Mac Ch,Electronics,Mobiles&Accessories,MobileAccessories,Décor,,119,299,0.6,4.1,5999
B09QS8V5N8,"Redmi Note 11 (Space Black, 4GB RAM, 64GB Storage)|90Hz FHD+ ",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"12,999","17,999",0.28,4.1,50772
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,154,339,0.55,4.3,13391
B09T2WRLJJ,"Redmi Note 11 Pro + 5G (Phantom White, 8GB RAM, 128GB Storage",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"20,999","26,999",0.22,3.9,25824
B089WB69Y1,"USB Charger, Oraimo Elite Dual Port 5V/2.4A Wall Charger, USB",Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,249,649,0.62,4,14404
B0116MIKKC,Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universa,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,99,171,0.42,4.5,11339
B09P858DK8,"WeCool C1 Car Mobile Holder with One Click Technology,360° R",Electronics,Mobiles&Accessories,MobileAccessories,AutomobileAccessories,Cradles,489,"1,999",0.76,4,3626
B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),Electronics,Accessories,MemoryCards,MicroSD,,369,"1,600",0.77,4,32625
B07WHQWXL7,"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"15,499","20,999",0.26,4.1,19252
B07WDK3ZS6,"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"15,499","18,999",0.18,4.1,19252
B09T2S8X9C,"Redmi Note 11 Pro + 5G (Stealth Black, 8GB RAM, 256GB Storage",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"22,999","28,999",0.21,3.9,25824
B07S9S86BF,boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Bla,Electronics,"Headphones,Earbuds&Accessories",Headphones,In-Ear,,599,"1,490",0.6,4.1,161679
B07N8RQ6W7,Portronics MODESK POR-122 Universal Mobile Tabletop Holder (B,Electronics,Mobiles&Accessories,MobileAccessories,Stands,,134,699,0.81,4.1,16685
B09FKDH6FS,"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) Octa Core",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"7,499","7,999",0.06,4,30907
B08HVJCW95,MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-US,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,PowerBanks,"1,149","2,199",0.48,4.3,178912
B09YDFDVNS,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless ",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,BasicMobiles,,"1,324","1,699",0.22,4,128311
B07WGPKTS4,"iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"13,999","19,999",0.3,4.1,19252
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cabl,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299,799,0.63,4.2,94364
B09MZCQYHZ,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Out",Electronics,Mobiles&Accessories,MobileAccessories,Chargers,PowerBanks,999,"1,599",0.38,4,7222
B0B4F2ZWL3,"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 600",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"12,999","17,999",0.28,4.1,18998
B08VB2CMR3,"OPPO A74 5G (Fluid Black, 6GB RAM, 128GB Storage) with No Cos",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"15,490","20,990",0.26,4.2,32916
B095RTJH1M,Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhon,Electronics,Mobiles&Accessories,MobileAccessories,"Maintenance,Upkeep&Repairs",ScreenProtectors,999,"2,899",0.66,4.6,26603
B097R25DP7,"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touc",Electronics,WearableTechnology,SmartWatches,,,"1,599","4,999",0.68,4,67950
B09YDFKJF8,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless ",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,BasicMobiles,,"1,324","1,699",0.22,4,128311
B07WDK3ZS2,"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) |",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"20,999","29,990",0.3,4.3,9499
B08RZ5K9YH,MI 33W SonicCharge 2.0 USB Charger for Cellular Phones - Whit,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,999,"1,999",0.5,4.3,1777
B08444S68L,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"12,490","15,990",0.22,4.2,58506
B07WHQBZLS,"iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Sn",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"17,999","21,990",0.18,4,21350
B085DTN6R2,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M C,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,350,899,0.61,4.2,2263
B09JS562TP,"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Ex",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,BasicMobiles,,"1,399","1,630",0.14,4,9378
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,159,399,0.6,4.1,4768
B09V17S2BG,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Heart Rate &",Electronics,WearableTechnology,SmartWatches,,,"1,499","6,990",0.79,3.9,21796
B0B5CGTBKV,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicate",Electronics,WearableTechnology,SmartWatches,,,"1,999","7,990",0.75,3.8,17833
B0B23LW7NV,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 P,Electronics,Mobiles&Accessories,MobileAccessories,"Maintenance,Upkeep&Repairs",ScreenProtectors,999,"2,899",0.66,4.7,7779
B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precisio",Electronics,Mobiles&Accessories,MobileAccessories,StylusPens,,"2,099","5,999",0.65,4.3,17129
B0971DWFDT,"Portronics CarPower Mini Car Charger with Dual Output, Fast C",Electronics,Mobiles&Accessories,MobileAccessories,Chargers,AutomobileChargers,337,699,0.52,4.2,4969
B0BNV7JM5Y,"boAt Newly Launched Wave Electra with 1.81"" HD Display, Smart",Electronics,WearableTechnology,SmartWatches,,,"2,999","7,990",0.62,4.1,154
B0B53QFZPY,PTron Newly Launched Force X10 Bluetooth Calling Smartwatch w,Electronics,WearableTechnology,SmartWatches,,,"1,299","5,999",0.78,3.3,4415
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,349,399,0.13,4.4,18757
B07WJWRNVK,"iQOO vivo Z6 5G (Dynamo Black, 6GB RAM, 128GB Storage) | Snap",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"16,499","20,990",0.21,4,21350
B01F25X6RQ,Samsung Ehs64 Ehs64Avfwecinu Hands-Free Wired In Ear Earphone,Electronics,"Headphones,Earbuds&Accessories",Headphones,In-Ear,,499,499,0,4.2,31539
B09C6HXFC1,Duracell USB Lightning Apple Certified (Mfi) Braided Sync & C,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,970,"1,799",0.46,4.5,815
B0B244R4KB,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 P,Electronics,Mobiles&Accessories,MobileAccessories,"Maintenance,Upkeep&Repairs",ScreenProtectors,999,"2,899",0.66,4.6,6129
B0BMGG6NKT,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 128GB Storage | Upto 8",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"10,499","13,499",0.22,4.2,284
B082LSVT4B,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,249,399,0.38,4,43994
B092JHPL72,"SWAPKART Flexible Mobile Tabletop Stand, Metal Built, Heavy D",Electronics,Mobiles&Accessories,MobileAccessories,Mounts,Bedstand&DeskMounts,251,999,0.75,3.7,3234
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rap",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,499,0.6,4.1,13045
B09GFM8CGS,"Redmi 9A Sport (Carbon Black, 2GB RAM, 32GB Storage) | 2GHz O",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"6,499","7,999",0.19,4.1,313832
B0B3MWYCHQ,Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanc,Electronics,WearableTechnology,SmartWatches,,,"2,999","9,999",0.7,4.2,20879
B09J2MM5C6,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case,Electronics,Mobiles&Accessories,MobileAccessories,Cases&Covers,BasicCases,279,"1,499",0.81,4.2,2646
B07Q4QV1DL,ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand ,Electronics,Mobiles&Accessories,MobileAccessories,Stands,,269,"1,499",0.82,4.5,28978
B0B56YRBNT,"Tecno Spark 9 (Sky Mirror, 6GB RAM,128GB Storage) | 11GB Expa",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"8,999","13,499",0.33,3.8,3145
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,59,199,0.7,4,9377
B01DF26V7A,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass So",Electronics,"Headphones,Earbuds&Accessories",Headphones,In-Ear,,599,"1,299",0.54,4.1,192589
B08K4PSZ3V,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine ",Electronics,Mobiles&Accessories,MobileAccessories,StylusPens,,349,999,0.65,3.8,16557
B0B4F1YC3J,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"13,999","19,499",0.28,4.1,18998
B08K4RDQ71,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine ",Electronics,Mobiles&Accessories,MobileAccessories,StylusPens,,349,999,0.65,3.8,16557
B085CZ3SR1,Mi 10W Wall Charger for Mobile Phones with Micro USB Cable (B,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,499,599,0.17,4.2,21916
B09YV3K34W,Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Cal,Electronics,WearableTechnology,SmartWatches,,,"2,199","9,999",0.78,4.2,29472
B09Z6WH2N1,STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector,Electronics,Mobiles&Accessories,MobileAccessories,Décor,,95,499,0.81,4.2,1949
B09NL4DJ2Z,FLiX (Beetel) USB to Type C PVC Data Sync & 2A Smartphone Fas,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,139,249,0.44,4,9377
B0BGSV43WY,Noise ColorFit Pro 4 Alpha Bluetooth Calling Smart Watch with,Electronics,WearableTechnology,SmartWatches,,,"4,499","7,999",0.44,3.5,37
B0926V9CTV,Elv Mobile Phone Mount Tabletop Holder for Phones and Tablets,Electronics,Mobiles&Accessories,MobileAccessories,Stands,,89,599,0.85,4.3,2351
B07WGPKMP5,"iQOO Z6 44W by vivo (Raven Black, 6GB RAM, 128GB Storage) | 6",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"15,499","20,999",0.26,4.1,19253
B0BBFJ9M3X,"Redmi 11 Prime 5G (Meadow Green, 4GB RAM 64GB ROM) | Prime De",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"13,999","15,999",0.13,3.9,2180
B09PLFJ7ZW,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Cal",Electronics,WearableTechnology,SmartWatches,,,"1,999","4,999",0.6,3.9,7571
B0B53NXFFR,PTron Newly Launched Force X10 Bluetooth Calling Smartwatch w,Electronics,WearableTechnology,SmartWatches,,,"1,399","5,999",0.77,3.3,4415
B07GNC2592,Portronics CLAMP X Car-Vent Mobile Holder 360 Degree Rotation,Electronics,Mobiles&Accessories,MobileAccessories,AutomobileAccessories,Cradles,599,999,0.4,4,18654
B09TP5KBN7,"pTron Volta Dual Port 12W Smart USB Charger Adapter, Multi-La",Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,199,"1,099",0.82,4,3197
B0949SBKMP,"boAt Flash Edition Smart Watch with Activity Tracker, Multipl",Electronics,WearableTechnology,SmartWatches,,,"1,799","6,990",0.74,4,26880
B09V175NP7,boAt Wave Lite Smartwatch with 1.69 Inches(4.29cm) HD Display,Electronics,WearableTechnology,SmartWatches,,,"1,499","6,990",0.79,3.9,21796
B07WHSJXLF,"iQOO Z6 Pro 5G by vivo (Phantom Dusk, 8GB RAM, 128GB Storage)",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"20,999","29,990",0.3,4.3,9499
B0BD3T6Z1D,"Samsung Galaxy M32 Prime Edition (Light Blue, 4GB RAM, 64GB)",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"12,999","13,499",0.04,4.1,56098
B09LHYZ3GJ,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensit",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"16,999","20,999",0.19,4.1,31822
B07WFPMGQQ,"iQOO Z6 Pro 5G by vivo (Legion Sky, 6GB RAM, 128GB Storage) |",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"19,999","27,990",0.29,4.3,9499
B09QS9X9L8,"Redmi Note 11 (Horizon Blue, 6GB RAM, 64GB Storage)|90Hz FHD+",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,Smartphones,,"12,999","18,999",0.32,4.1,50772
B0B6BLTGTT,Noise Pulse 2 Max Advanced Bluetooth Calling Smart Watch with,Electronics,WearableTechnology,SmartWatches,,,"2,999","5,999",0.5,4.1,7148
B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (B",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299,999,0.7,4.3,20850
B09W5XR9RT,Duracell USB C To Lightning Apple Certified (Mfi) Braided Syn,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,970,"1,999",0.51,4.4,184
